indices,samples,attributes,classes,time,n_outliers,TP,FP,TN,FN,PPV,NPV,sensitivity,specificity
167,2500,90,4,,1126,58,1068,1307,67,5.15,95.12,46.4,55.03
168,2500,100,4,,1179,63,1116,1259,62,5.34,95.31,50.4,53.01
169,2500,10,5,,180,10,170,2205,115,5.56,95.04,8,92.84
170,2500,20,5,,353,13,340,2035,112,3.68,94.78,10.4,85.68
171,2500,25,5,,406,16,390,1985,109,3.94,94.79,12.8,83.58
172,2500,30,5,,525,25,500,1875,100,4.76,94.94,20,78.95
173,2500,40,5,,605,38,567,1808,87,6.28,95.41,30.4,76.13
174,2500,50,5,,740,39,701,1674,86,5.27,95.11,31.2,70.48
175,2500,60,5,,812,32,780,1595,93,3.94,94.49,25.6,67.16
176,2500,70,5,,920,41,879,1496,84,4.46,94.68,32.8,62.99
177,2500,75,5,,979,46,933,1442,79,4.7,94.81,36.8,60.72
178,2500,80,5,,1082,56,1026,1349,69,5.18,95.13,44.8,56.8
179,2500,90,5,,1160,61,1099,1276,64,5.26,95.22,48.8,53.73
180,2500,100,5,,1177,52,1125,1250,73,4.42,94.48,41.6,52.63
181,2500,10,6,,198,9,189,2186,116,4.55,94.96,7.2,92.04
182,2500,20,6,,349,15,334,2041,110,4.3,94.89,12,85.94
183,2500,25,6,,405,19,386,1989,106,4.69,94.94,15.2,83.75
